is_CA,has_roundC,has_angel,category_advertising,category_hardware,category_photo_video,avg_participants,category_enterprise,category_messaging,is_software,category_consulting,category_software,is_advertising,category_medical,is_web,has_VC,category_health,is_TX,funding_total_usd,category_games_video,is_consulting,is_othercategory,has_roundA,is_MA,category_news,category_finance,category_manufacturing,is_NY,relationships,is_biotech,category_web,is_mobile,category_network_hosting,age_first_milestone_year,category_education,category_public_relations,is_ecommerce,milestones,category_social,age_first_funding_year,has_roundB,has_roundD,funding_rounds,category_music,category_semiconductor,age_last_milestone_year,age_last_funding_year,is_otherstate,is_enterprise,category_cleantech,category_ecommerce,category_fashion,category_travel,category_biotech,category_analytics,category_other,is_gamesvideo,category_search,category_mobile,category_security,category_real_estate,category_automotive
1,0,0,False,False,False,4.3333,False,False,0,False,False,0,False,0,1,False,0,60187500,False,0,0,1,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,0,False,3.06,1,0,4,False,False,,5.01,0,0,False,False,False,False,True,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.0,False,False,0,False,False,0,False,0,0,False,0,32000000,False,0,1,0,0,False,False,False,0,10.0,0,False,0,False,10.01,False,False,0,1,False,6.44,0,0,3,False,True,10.01,9.0,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.3333,False,False,0,False,False,0,False,0,0,False,0,17400000,False,0,0,1,0,False,False,False,0,8.0,0,True,0,False,7.17,False,False,0,3,False,6.33,1,0,3,False,False,10.93,7.53,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,30000000,False,0,1,0,0,False,False,False,0,3.0,0,False,0,False,2.0,False,False,0,1,False,3.47,1,0,1,False,True,2.0,3.47,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.5,False,False,0,False,False,0,False,0,1,False,0,36300000,False,0,1,0,0,False,False,False,0,3.0,0,False,0,False,5.61,False,False,0,2,False,5.57,0,0,3,False,False,7.84,8.53,0,0,False,False,False,False,False,False,False,0,False,False,False,False,True
0,0,0,False,False,False,3.0,False,False,0,False,True,0,False,0,0,False,0,16000000,False,0,0,1,0,False,False,False,0,1.0,0,False,0,False,,False,False,0,0,False,4.32,1,0,2,False,False,,5.83,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,True,False,4.5,False,False,0,False,False,0,False,0,0,False,0,44000000,False,0,1,0,0,False,False,False,0,0.0,0,False,0,False,,False,False,0,0,False,1.06,1,0,3,False,False,,5.7,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,1.0,True,False,0,False,False,0,False,0,0,False,0,125000,False,0,0,0,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,0,False,0.0,0,0,1,False,False,,0.0,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,True,0,False,0,1,False,0,5965000,False,0,0,1,0,False,False,False,0,7.0,0,False,0,False,2.0,False,False,0,1,False,1.44,0,0,4,False,False,2.0,6.68,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,True,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,7300000,False,0,0,1,0,False,False,False,0,10.0,0,False,0,False,2.24,False,False,0,3,False,0.5,1,0,3,False,False,3.76,3.1,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,5.0,False,False,0,False,False,0,False,0,1,False,0,2304999,False,0,0,0,0,False,False,False,0,3.0,0,False,0,False,0.41,False,False,0,2,False,0.0,0,0,2,False,False,2.17,0.87,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,2.3333,False,False,0,False,True,0,False,0,1,False,0,24150000,False,0,0,1,0,False,False,False,0,3.0,0,False,0,False,10.56,False,False,0,2,False,7.69,1,0,3,False,False,13.39,11.17,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.6667,False,False,0,False,False,0,False,0,1,False,0,2515000,False,0,1,1,0,False,False,False,0,9.0,0,False,0,True,3.77,False,False,0,3,False,0.0,0,0,3,False,False,5.92,2.54,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.6667,False,False,0,False,False,0,False,0,0,False,0,25500000,False,0,1,1,0,False,False,False,0,5.0,0,False,0,False,3.98,False,False,0,1,False,0.79,1,0,3,False,False,3.98,4.32,0,0,True,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,1820000,False,0,0,0,0,False,False,False,0,5.0,0,False,0,False,,False,False,0,4,False,3.34,0,0,3,False,False,4.72,3.94,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,False,False,4.5,False,False,0,False,False,0,False,0,0,False,0,27690547,False,0,1,0,0,False,False,False,0,4.0,0,False,0,False,8.42,False,False,0,1,False,1.68,1,0,3,False,False,8.42,5.85,0,0,True,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.5,False,False,0,False,False,0,False,0,0,False,0,17000000,False,0,0,1,0,False,False,False,0,2.0,0,False,0,False,3.67,False,False,0,2,False,4.76,1,0,2,False,False,6.22,6.22,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,1,False,0,12000000,False,0,0,0,0,False,False,False,0,1.0,0,False,0,False,1.67,False,False,0,2,False,1.93,0,0,1,False,False,2.47,1.93,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,27300000,True,0,0,1,0,False,False,False,0,20.5,0,False,0,False,8.01,False,False,0,4,False,0.83,1,0,6,False,False,8.4,7.25,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,True,0,False,False,0,False,0,0,False,0,4000000,False,0,1,1,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,0,False,2.16,0,0,2,False,False,,4.96,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,457282,False,0,0,0,0,False,False,False,0,4.0,0,False,0,False,0.0,False,False,0,2,False,,0,0,6,False,False,1.55,1.34,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,False,False,3.0,True,False,0,False,False,0,False,0,0,False,0,11000000,False,0,0,0,0,False,False,False,0,12.0,0,False,0,False,3.66,False,False,0,2,False,2.0,1,0,1,False,False,4.08,2.0,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,True,False,False,5.0,False,False,0,False,False,0,False,0,0,False,0,3100000,False,0,0,1,0,False,False,False,0,6.0,0,False,0,False,5.0,False,False,0,1,False,3.09,0,0,1,False,False,5.0,3.09,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,1.0,False,False,0,False,True,0,False,0,0,False,0,5900000,False,0,0,0,0,False,False,False,0,5.0,0,False,0,False,,False,False,0,0,False,0.42,0,0,3,False,False,,0.42,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,True,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,4100000,False,0,0,1,0,False,False,False,0,6.0,0,False,0,False,2.28,False,False,0,3,False,2.1,0,0,1,False,False,3.17,2.1,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.5,False,False,0,False,True,0,False,0,0,False,0,10700000,False,0,0,1,0,False,False,False,0,12.0,0,False,0,False,8.84,False,False,0,1,False,4.67,1,0,5,False,False,8.84,9.0,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,True,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,30000,False,0,0,0,0,False,False,False,0,1.0,0,False,0,False,0.0,False,False,0,1,False,0.02,0,0,1,False,False,0.0,0.02,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,3529175,False,0,0,1,0,False,False,False,0,12.0,0,True,0,False,0.88,False,False,0,3,False,1.76,0,0,2,False,False,3.03,2.33,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,2.5,False,True,0,False,False,0,False,0,0,False,0,3350000,False,0,1,1,0,False,False,False,0,1.0,0,False,0,False,1.41,False,False,0,1,False,0.0,0,0,2,False,False,1.41,1.41,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.6667,False,False,0,False,True,0,False,0,1,False,0,11000000,False,0,0,0,0,False,False,False,0,4.0,0,False,0,False,7.01,False,False,0,1,False,2.22,1,0,3,False,False,7.01,7.33,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,True,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,11500000,False,0,0,1,0,False,False,False,0,15.0,0,False,0,False,5.1,False,False,0,2,False,1.09,0,0,1,False,False,7.39,1.09,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,7.0,False,False,0,False,True,0,False,0,0,False,0,32000000,False,0,0,0,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,0,False,7.98,1,0,1,False,False,,11.17,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,1.5,False,False,0,False,True,0,False,0,0,False,0,4355000,False,0,0,1,0,False,False,False,0,8.0,0,False,0,False,4.09,False,False,0,3,False,2.21,0,0,2,False,False,9.5,3.79,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.0,False,False,0,False,False,0,False,0,0,False,0,13000000,False,0,0,0,0,False,False,False,0,6.0,0,False,0,False,6.01,False,False,0,1,False,6.94,0,0,3,False,False,6.01,9.16,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,False,False,3.0,False,False,0,False,False,0,False,0,0,False,0,13000000,False,0,0,1,0,False,False,False,0,11.0,0,False,0,False,3.25,False,False,0,2,False,1.33,1,0,2,False,False,3.78,2.06,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,5.0,True,False,0,False,False,0,False,0,1,False,0,17000000,False,0,0,0,0,False,False,False,0,10.0,0,False,0,False,2.33,False,False,0,2,False,2.44,0,0,1,False,False,2.44,2.44,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,2.4,False,False,0,False,False,0,False,0,1,False,0,24750000,False,0,1,1,0,False,False,False,0,13.0,0,False,0,False,4.98,False,False,0,3,False,0.84,1,0,5,True,False,7.03,5.75,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,1,False,0,60187500,False,0,1,0,0,False,False,False,0,5.0,0,False,0,False,3.95,False,False,0,3,False,3.51,0,0,2,False,False,4.84,3.96,0,0,True,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,7000000,False,0,0,1,0,False,False,False,0,4.0,0,False,0,False,,False,False,0,0,False,1.21,0,0,2,False,False,,3.01,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,True,False,3.0,False,False,0,False,False,0,False,0,1,False,0,9500000,False,0,1,0,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,0,False,2.25,1,0,2,False,False,,5.04,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,31000,False,0,0,0,0,False,False,False,0,1.0,0,True,0,False,0.0,False,False,0,1,False,0.08,0,0,1,False,False,0.0,0.08,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,12700000,False,0,1,0,0,False,False,False,0,9.0,0,False,0,False,8.01,False,True,0,2,False,5.64,0,0,1,False,False,11.33,5.64,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.5,False,False,0,False,True,0,False,0,0,False,0,19743770,False,0,0,0,0,False,False,False,0,10.0,0,False,0,False,1.83,False,False,0,1,False,0.08,1,0,3,False,False,1.83,5.04,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,1,False,0,33672656,False,0,0,1,0,False,False,False,0,20.5,0,True,0,False,9.34,False,False,0,3,False,1.75,1,0,6,False,False,10.46,9.96,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,0,False,0,60187500,False,0,0,1,0,False,False,False,0,15.0,0,False,0,False,3.0,False,False,0,1,False,0.4,1,0,4,False,False,3.0,3.76,0,0,False,False,False,False,True,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,1415000,False,0,1,0,0,False,False,False,0,9.0,0,False,0,False,0.59,False,False,0,4,True,0.58,0,0,3,False,False,4.97,2.51,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,14600000,False,0,0,1,0,False,False,False,0,8.0,0,False,0,False,1.0,False,False,0,3,False,0.62,1,0,2,False,False,4.33,1.59,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.6667,False,False,0,False,True,0,False,0,0,False,0,28000000,False,0,0,1,0,False,False,False,0,7.0,0,False,0,False,7.67,False,False,0,2,False,2.45,1,0,3,False,False,8.22,5.16,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,15200000,False,0,0,1,0,False,False,False,0,13.0,0,False,0,False,,False,False,0,0,False,2.93,1,0,2,False,False,,4.63,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,9000000,False,0,1,0,0,False,False,False,0,20.5,0,False,0,False,,False,False,0,0,False,2.19,1,0,1,False,True,,2.19,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,10000000,False,0,0,1,0,False,False,False,0,9.0,0,False,0,False,3.42,False,False,0,1,False,0.69,0,0,2,False,False,3.42,1.5,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,3.0,False,False,0,False,False,0,False,0,1,False,0,2192000,False,0,1,0,0,False,False,False,0,10.0,0,False,0,False,5.57,False,True,0,3,False,4.13,1,0,2,False,False,6.11,6.15,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.5,False,False,0,False,False,0,False,0,1,False,0,2000000,False,0,0,1,0,False,False,False,0,6.0,0,True,0,False,2.73,False,False,0,2,False,2.18,0,0,2,False,False,3.54,3.31,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,4.0,False,False,0,False,True,0,False,0,0,False,0,14700000,False,0,0,1,0,False,False,False,0,8.0,0,False,0,False,0.0,False,False,0,2,False,0.17,0,0,2,False,False,2.92,3.92,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.0,False,False,0,False,True,0,False,0,0,False,0,13000000,False,0,0,0,0,False,False,False,0,6.0,0,False,0,False,6.75,False,False,0,1,False,4.47,0,0,1,False,False,6.75,4.47,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.25,False,False,0,False,False,0,False,0,1,False,0,14800000,False,0,0,0,0,False,False,False,0,15.0,0,False,0,False,3.92,False,False,0,3,False,1.86,1,0,4,False,False,6.43,4.6,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,3.0,True,False,0,False,False,0,False,0,0,False,0,9600000,False,0,0,1,0,False,False,False,0,6.0,0,False,0,False,3.92,False,False,0,2,False,2.93,0,0,2,False,False,6.2,5.53,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,9500000,False,0,0,1,0,False,False,False,0,9.0,0,False,0,False,,False,False,0,2,False,0.6,1,0,3,False,False,4.48,4.22,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,4000000,False,0,1,1,0,False,False,False,0,7.0,0,False,0,False,2.33,False,False,0,2,False,0.1,0,0,2,False,False,2.79,2.39,0,0,False,False,False,True,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,60187500,False,0,0,1,0,False,False,False,0,4.0,0,False,0,False,2.0,False,False,0,1,False,1.75,1,0,2,False,False,2.0,3.55,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,1.0,False,False,0,True,False,0,False,0,1,False,0,19550000,False,0,0,1,0,False,False,False,0,0.0,0,False,0,False,,False,False,0,0,False,0.11,0,0,4,False,False,,4.73,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.0,False,False,0,False,True,0,False,0,0,False,0,33000000,False,0,0,1,0,False,False,False,0,10.0,0,False,0,False,2.42,False,False,0,3,False,0.24,1,0,4,False,False,3.88,3.76,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.0,False,True,0,False,False,0,False,0,0,False,0,50000,False,0,1,0,0,False,False,False,0,1.0,0,False,0,False,0.0,False,False,0,1,False,0.77,0,0,1,False,False,0.0,0.77,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,5.0,True,False,0,False,False,0,False,0,0,False,0,532000,False,0,0,0,0,False,False,False,0,6.0,0,False,0,False,1.27,False,False,0,2,False,0.25,0,0,2,False,False,1.75,0.64,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,0,False,0,18250000,False,0,1,1,0,False,False,False,0,3.0,0,False,0,False,4.0,False,False,0,1,False,3.93,1,0,2,False,False,4.0,4.68,0,0,False,False,False,False,False,False,False,0,True,False,False,False,False
0,0,0,False,False,False,1.4,False,False,0,False,False,0,False,0,0,False,0,58200000,False,0,0,1,0,False,False,False,0,9.0,0,False,0,False,3.92,False,False,0,3,False,0.25,1,0,5,False,False,10.92,7.42,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,1,False,False,False,3.0,False,False,0,False,False,0,False,0,0,False,0,4000000,False,0,0,1,0,False,False,False,0,12.0,0,True,0,False,3.67,False,False,0,3,False,1.67,0,0,2,False,False,3.67,3.67,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.3333,False,False,0,False,False,0,False,0,0,False,0,21500000,False,0,0,1,0,False,False,False,0,16.0,0,False,0,False,1.75,False,False,0,4,False,1.75,1,0,3,False,False,6.15,2.73,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,4.5,False,False,0,False,False,0,False,0,0,False,0,10000000,False,0,0,1,0,False,False,False,0,6.0,0,False,0,False,7.51,False,False,0,2,False,5.2,1,0,2,False,False,12.89,6.19,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,1,False,0,2500000,False,0,0,0,0,False,False,False,0,0.0,0,False,0,False,,False,False,0,0,False,5.65,0,0,1,False,False,,5.65,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,30000000,False,0,1,1,0,False,False,False,0,7.0,0,False,0,True,1.58,False,False,0,2,False,2.0,1,0,4,False,False,4.19,4.39,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,True,0,False,0,1,False,0,1175000,False,0,0,0,0,False,False,False,0,2.0,0,False,0,False,0.75,False,False,0,1,False,1.81,0,0,2,False,False,0.75,2.45,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,True,2.0,False,False,0,False,False,0,False,0,0,False,0,3800000,False,0,1,0,0,False,False,False,0,2.0,0,False,0,False,3.42,False,False,0,3,False,4.07,1,0,1,False,False,5.23,4.07,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,400000,False,0,0,0,0,False,False,False,0,3.0,0,True,0,False,1.59,False,False,0,2,False,0.3,0,0,1,False,False,1.67,0.3,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,0,False,0,30000000,False,0,1,1,0,False,False,False,0,1.0,0,False,0,True,,False,False,0,0,False,2.92,1,0,2,False,False,,4.73,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,60187500,False,0,1,0,0,False,True,False,0,6.0,0,False,0,False,5.92,False,False,0,2,False,4.0,1,0,4,False,False,6.0,5.75,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,22000000,False,0,0,0,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,3,False,3.76,0,0,1,False,False,8.67,3.76,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,True,False,4.0,False,False,0,False,False,0,False,0,0,False,0,12000000,False,0,1,1,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,0,False,3.92,1,0,2,False,False,,3.92,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,60187500,False,0,0,0,0,False,False,False,0,4.0,0,False,0,False,1.15,False,False,0,4,False,3.63,0,0,1,False,False,3.78,3.63,0,0,False,True,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.0,True,False,0,False,False,0,False,0,1,False,0,3700000,False,0,0,0,0,False,False,False,0,11.0,0,False,0,False,,False,False,0,3,False,,0,0,2,False,False,1.66,0.62,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,True,False,2.0,False,False,0,False,False,0,False,0,1,False,0,1000000,False,0,1,0,0,False,False,False,0,5.0,0,False,0,False,2.19,False,False,0,3,False,1.19,0,0,1,False,False,7.78,1.19,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,2600000,False,0,0,1,0,False,False,False,0,5.0,0,True,0,False,1.46,False,False,0,2,False,1.03,0,0,1,False,False,2.21,1.03,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,4.75,False,True,0,False,False,0,False,0,0,False,0,3800000,False,0,1,1,0,False,False,False,0,4.0,0,False,0,False,1.0,False,False,0,4,False,0.0,0,0,4,False,False,5.95,2.72,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.3333,False,False,0,False,False,0,True,0,1,False,0,44000000,False,0,1,0,0,False,False,False,0,3.0,0,False,0,False,,False,False,0,0,False,3.92,1,0,3,False,False,,6.73,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,1,False,0,42500000,False,0,0,1,0,False,False,False,0,18.0,0,False,0,False,2.0,False,False,0,1,False,0.97,1,0,4,False,False,2.0,3.84,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,1,False,False,False,4.5,False,False,0,False,False,0,False,0,0,False,0,455000,False,0,1,1,0,False,False,False,0,5.0,0,False,0,False,,False,True,0,0,False,0.25,0,0,2,False,False,,0.34,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,5.0,False,False,0,False,True,0,False,0,1,False,0,23500000,False,0,0,0,0,False,False,False,0,9.0,0,False,0,False,9.01,False,False,0,1,False,3.16,1,0,2,False,False,9.01,5.67,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.0,False,False,0,False,True,0,False,0,0,False,0,13000000,False,0,0,1,0,False,False,False,0,6.0,0,False,0,False,2.0,False,False,0,1,False,0.43,0,0,1,False,False,2.0,0.43,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.5,False,False,0,False,False,0,False,0,0,False,0,15247925,False,0,1,0,0,False,False,False,0,10.0,0,False,0,False,5.0,False,False,0,1,False,4.75,0,0,3,False,True,5.0,8.96,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,55000000,False,0,0,1,0,False,False,False,0,4.0,0,False,0,False,1.0,False,False,0,1,False,0.83,1,0,2,False,False,1.0,2.08,0,0,False,False,False,False,True,False,False,0,False,False,False,False,False
0,0,0,False,True,False,6.0,False,False,0,False,False,0,False,0,1,False,0,10000000,False,0,1,0,0,False,False,False,0,6.0,0,False,0,False,4.1,False,False,0,2,False,2.64,0,0,1,False,False,4.93,2.64,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,5.75,True,False,0,False,False,0,False,0,0,False,0,2345000,False,0,0,1,0,False,False,False,0,13.0,0,False,0,False,1.21,False,False,0,3,False,0.19,0,0,4,False,False,2.38,0.78,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,3.6667,False,False,0,False,False,0,False,0,1,False,0,42700000,False,0,1,0,0,False,False,False,0,2.0,0,False,0,False,0.41,False,False,0,1,False,7.89,1,0,3,False,False,0.41,10.67,0,0,True,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,11370000,False,0,1,1,0,False,False,False,0,8.0,0,False,0,True,3.68,False,False,0,3,False,3.48,0,0,1,False,False,5.63,3.48,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,3.6667,False,False,0,False,False,0,False,0,0,False,0,2600000,False,0,1,1,0,False,False,False,0,13.0,0,False,0,True,4.72,False,False,0,2,False,1.25,0,0,3,False,False,5.1,1.87,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,3.0,False,False,0,False,True,0,False,0,0,False,0,13600000,False,0,0,0,0,False,False,False,0,9.0,0,False,0,False,4.58,False,False,0,2,False,2.08,1,0,2,False,False,4.73,4.66,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,5.0,False,False,0,False,False,0,False,0,0,False,0,500000,False,0,0,0,0,False,False,False,0,7.0,0,True,0,False,2.48,False,False,0,2,False,2.57,0,0,1,False,False,4.67,2.57,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,True,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,33000000,False,0,0,1,0,False,False,False,0,2.0,0,False,0,False,4.0,False,False,0,1,False,3.04,1,0,3,False,False,4.0,6.75,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.0,False,False,0,False,True,0,False,0,1,False,0,8000000,False,0,0,0,0,False,False,False,0,2.0,0,False,0,False,6.0,False,False,0,1,False,7.98,0,0,1,False,False,6.0,9.73,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
